Material_ID,RFQ_ID,Part_Number,Quantity_Required,Material_Description,Notes,Position
8110,3073,1389021,1,PIÑON ALLIS CHALMERS 7445892005,"PIÑON, ALLIS CHALMERS N P 7445892005, USO CHANCADOR ALLIS CHALMERS CRUSHER GYRATORY 54X74 N P B03636",7
9114,3441,S00143719,1,"Digital analyzer controllers   (CONTRLD:NEUMÁTICO,MULTIRANGO,24VDC ALIM)","
CONTROLADOR: TIPO: NEUMÁTICO RANGO: MULTIRANGO ALIMENTACIÓN: 24VDC TEXTO (TEXT):COMPUESTO DE: VALVULA DIRECCIONAL: 5/2, BOBINA 24VDC 4,5W 42VAC 9/7VA PLC: LX3V0806-MR, 24VDC, COM1 RS422/RS485, COM2 RS485 HMI: LEVI350T, PANTALLA 3,5"", 24VDC, PROTECCION IP65 PRESOSTATO: TIPO RELÉ, AJUSTABLE DE ACCIÓN RÁPIDA, RANGO PRESIÓN 1-10 BAR, ROSCA 1/4"" BSPP CAJA MURAL: ACERO INOXIDABLE AISI304, TAMAÑO A 125MM X L 210MM X H 190MM USO: CONTROL MUESTRERO CONSISTENCIA FABRICANTE (MANUFACTURER): MEGGNER SPA:1820010124MG
",7
9333,3508,000000000001721409,1,Tokens   (KIT CALIBR.VAISALA HMK15B0222B12B),"
KIT TIPO:CALIBRACIÓN APLICACIÓN:SENSOR DE HUMEDAD HMP5 CONTENIDO A:BASE PLATO CONTENIDO B:2 CAMARAS PARA LAS SALES CONTENIDO C:(1) CURVA 3500MM X 800MM CONTENIDO D:RECIPIENTE DE MEDICION CONTENIDO E:CUCHARA DE MEZCLA CONTIENE F:SALES ATRIBUTO:SAL 1: MgCl2 HUMEDAD 33%RH; SAL 2: NaCl HUMEDAD 75%RH; SAL 3:K2SO4 HUMEDAD 97%RH USO:KIT DE CALIBRACION PARA MEDIDORES DE HUMEDAD MODELO HMP5 VAISALA VENDOR:METCOM MODELO:HMK15B0222B12B FABRICANTE:VAISALA MODELO:HMK15B0222B12B
",7
791,309,,1,"ELECTRODO P/AC.DULCE B/H 3/32""-E7018",Not Available,7
765,301,,1,INTERRUPTOR AUTOMATICO 1*2A C 10KA,Not Available,7
976,385,,1,BLOQUEADOR SOLAR INDIVIDUAL,Not Available,7
909,353,,1,FILTRO 7093C 3M,Not Available,7
201,117,,1,PIZARRA DE CORCHO 60X45,Not Available,7
156,103,,1,MOTORE ASINCRONO TRIFASE F100LB4,Not Available,7
413,171,,1,FILTRO 3M 7093 C P100 Y HF (PAR),Not Available,7
646,232,,1,CORREA EN V TIPO B-61,Not Available,7
4059,1504,,1,GASA NO TEJIDA 75 X 75 CM,Not Available,7
3950,1496,,1,Lavaplatos con mueble,Not Available,7
3958,1498,,1,POCILLOS PARA POSTRE,Not Available,7
3932,1486,,1,HELIC PASO 11 PTE 6E5-45954-00-EL YAMAHA,Not Available,7
3507,1297,,1,Cinta Adhesiva Multiuso 48mm 50m 3M Gris,Not Available,7
3522,1302,,1,MASCARILLA DESECHABLE 3 PLIEGUES,Not Available,7
3672,1363,,1,FERRULE AISLADO 0.75 MM2,Not Available,7
3698,1367,,1,COPLA PLASSON 90 MM,Not Available,7
2159,811,,1,CENTRIFUGA EBA 200 CON ROTOR ANGULAR 8X15ML,Not Available,7
1792,716,,1,JGO.ATORNILL.TORX ELORA 761STTX-6K-2 6PZ,Not Available,7
1825,739,,1,"ALICATE CORTANTE 7"" AISLADO 1000V",Not Available,7
1867,747,,1,HUINCHA AISLADORA GOMA 3M # 23,Not Available,7
2312,860,,1,Conector recto 20mm para conduit flexible,Not Available,7
2410,863,,1,METABISULFITO DE SODIO,Not Available,7
1190,494,,1,TOALLA PAPEL HOJA DOBLADA 54MT,Not Available,7
1631,672,,1,HOJA BISTURI Nº10,Not Available,7
1310,525,,1,"DISCO CORTE SIERRA CIRCULAR 7.1/4""",Not Available,7
3075,1172,,1,PAÑO AMARILLO,Not Available,7
2997,1133,,1,"CORCHETE 1/4"" 6.3MM STANLEY",Not Available,7
2976,1127,,1,CLORO 5 LTS,Not Available,7
3190,1207,,1,RACOR QS RAPIDO QS-3/8-10,Not Available,7
3100,1177,,1,Máscara 3M Rostro Completo Doble Vía 6800,Not Available,7
2777,1050,,1,JABON DE MANO 900 ML,Not Available,7
3271,1219,,1,JUEGO ALICATE WURTH 4 PZAS COD.71401400,Not Available,7
3293,1220,,1,"Empaquetadura 06"" CL300 Esp 1/16"" 3000",Not Available,7
2909,1104,,1,COLADOR AC. INOX. 20 CM,Not Available,7
4334,1605,,1,"Alcohol etílico 95 V, 1 lt.",Not Available,7
4276,1592,,1,CODO 90°X1''AC.INOX.HEMB.CL3000 DANUS,Not Available,7
4203,1581,,1,BATIDORA ELECTRICA MANUAL,Not Available,7
4777,1751,,1,JUEGO DE LLAVE ALLEN MILIMETRICA,Not Available,7
4769,1750,,1,KIT DIREC NP003100110007ANG90º2605-0065,Not Available,7
4717,1726,,1,ARNES DE SEGURIDAD TIPO PARACAIDAS CON CABO DE VIDA,Not Available,7
4650,1721,,1,Esmeril angular 4 “,Not Available,7
4620,1710,,1,VALV.BOLA 1/2'' AC.INOXIDABLE,Not Available,7
4548,1685,,1,"TEE HEMB.INOX.CL 3000,1/2"" NPT HI. 101SS",Not Available,7
5155,1866,,1,perforadora mediana metal 15hj,Not Available,7
5044,1837,,1,SILICONA KIT EN AEROSOL 420 CC + RENOVADOR 360 CC,Not Available,7
5326,1947,,1,Set kit juego de terrajas macho y hembra,Not Available,7
5357,1951,,1,PINO 3 X 2 X 3.2 Metros,Not Available,7
4957,1816,,1,SIERRA SABLE,Not Available,7
5249,1910,,1,TUBO FLUORESCENTE,Not Available,7
6193,2360,,1,"PRENSA ESTOPA PG13,5 (6 A 12)",Not Available,7
6644,2539,,1,COMBO DE 4 LIBRAS C/MANGO,Not Available,7
6540,2518,,1,LLAVE FILTRO ACEITE C/MANGO 105-0 KUKKO,Not Available,7
6476,2507,,1,CABLE 1C 4X2 AWG,Not Available,7
6458,2504,,1,HUINCHA DE MEDIR 8 Metros,Not Available,7
6310,2421,,1,SULFUR.ACID 95-97%FOR ANALY.1.00731.2500,Not Available,7
5858,2178,,1,"Adhesivo 35x18 cm Rotulación ""Glutarzan""",Not Available,7
6085,2294,,1,ELECTRODOS 6010 1/8,Not Available,7
6019,2290,,1,BOTAS CORTAS CONCRETERAS P/A N? 39,Not Available,7
6076,2293,,1,Permacel 48 mm,Not Available,7
5717,2141,,1,PULSADOR ROJO CODIGO SCHNEIDER XB5-AA42,Not Available,7
5760,2152,,1,BATIDORA ELECTRICA MANUAL,Not Available,7
5607,2088,,1,ESCOBILLA ACERO C/MANGO(CEPILLO ACERO),Not Available,7
5594,2087,,1,GUANTE SUPER FLEX,Not Available,7
7388,2770,,1,TALADRO PERCUTOR DEWALT INALAMBRICO,Not Available,7
7523,2785,,1,Cafe,Not Available,7
7428,2773,,1,ANODO CULATA DE MOTOR FB 50 HP,Not Available,7
6770,2589,,1,JUEGO DE MACHOS M4 X 0.7 TOTEM,Not Available,7
7022,2658,,1,NOTA ADHESIVA POST IT 654 3X3 90HJ COLOR,Not Available,7
6969,2644,,1,EVRA 32 Valve Weld con. 1 1/2in Singlep,Not Available,7
7258,2713,,1,SOLDADURA 6010 3/32'' INDURA 1KG,Not Available,7
7268,2717,,1,LENTE DE SEGURIDAD C/GOMA PROTECCION POLVO Y PARTIC OSCUROS,Not Available,7
8002,3008,,1,SIKADUR 31 JUEGO 1 KG,Not Available,7
7864,2939,,1,DESTACADOR,Not Available,7
7805,2931,,1,ENCHUFE INDUSTRIAL HEMBRA VOLANTE 10/16 A 2P+T IP67,Not Available,7
7666,2859,,1,Toma triple 10-16A armado Magic,Not Available,7
7744,2894,,1,GRILLETE LIRA 1''PASADOR ROSCADO,Not Available,7
7720,2886,,1,DESTACADOR PELIKAN 725 MARCATEXTOS AMARILLO,Not Available,7
8221,3109,,1,Anticongelante (Lts),Not Available,7
8247,3120,,1,MUEBLE PARA ELECTRODOMESTICOS,Not Available,7
8206,3107,,1,LUMINARIA TIPO REFLECTOR LED 200 W - EXT,Not Available,7
8141,3094,,1,GUANTE ALTO IMPACTO CUT4 PUÐO ELASTICADO AJUSTE VELCRO,Not Available,7
8476,3239,,1,MIXER 6 CANALES USB,Not Available,7
8456,3231,,1,"CONTACTOR LC1E0910, BOBINA 220V",Not Available,7
8527,3260,,1,"TUERCA HEXAG. H.F. 3/4""",Not Available,7
8545,3265,,1,"DISCO CORTE INOX 4.1/2""X3/32""X7/8""",Not Available,7
8411,3218,,1,ADHESIVO PVC 250CC S/LENTO,Not Available,7
8392,3207,,1,PLANCHA AC DIAMANTADA 1000X3000X2MM,Not Available,7
8859,3376,,1,"Interruptor 1Px10A 6kA curva C, certificacion SEC,",Not Available,7
8791,3352,,1,ALARGADOR 10MTS 6 TOMAS,Not Available,7
8992,3406,,1,JUEGO DE DESATORNILLADOR ELECTRICO,Not Available,7
9094,3431,,1,INTERRUPTOR AUTOMÁTICO TRIPOLAR MITSUBISHI 3*800 AMPER REGULABLE,Not Available,7
9168,3457,,1,Escalera aluminio tijera,Not Available,7
9046,3420,,1,JARDINERA TERMICA BICOLOR CON REFLECTANTE TALLA XXL,Not Available,7
9074,3424,,1,"LUBRICADOR AUTOMATICO SKF, LAGD60/HP2",Not Available,7
9265,3484,,1,ADAPTADOR SEMI ALUMINIO P/CASCO,Not Available,7
9228,3469,,1,ROTOR CELDA 1000 FT3,Not Available,7
9350,3515,,1,"DADO IMPACTO 1"" X 95MM",Not Available,7
10169,3838,,1,ENCHUFE MACHO VOLANTE 2P+T 10AMP220V,Not Available,7
10309,3876,,1,"CORREA EN V, 3V X 800",Not Available,7
10357,3892,,1,FILTRO ACEITE PSL 417,Not Available,7
10251,3857,,1,ANGULO AC. INOX 40X40X5MM AISI304L,Not Available,7
9552,3585,,1,CAJA P/BOTONERAS GRIS 3 PERF.22MM IP66 legrand 024203,Not Available,7
9919,3757,,1,"TERMO DE 1,9 LITROS",Not Available,7
9792,3696,,1,SAFETY SWITCH *AZ17 DV-S552 N°324347,Not Available,7
10024,3772,,1,BOYARIN LUMINOSO QD2,Not Available,7
10472,3949,,1,SEGURO SEGER INT.A. CARBONO Ø. 62,Not Available,7
10903,4067,,1,"Empaquetadura 04"" CL300 Esp 1/16"" 3000",Not Available,7
11040,4099,,1,BLS BASURA 50X70X0.30,Not Available,7
10521,3969,,1,TRAJE DESECHABLE (TYVEKS),Not Available,7
10719,4004,,1,Red perimetral 5”,Not Available,7
10654,3994,,1,"DIFUSOR GAS LENS 1/8""",Not Available,7
10773,4022,,1,WD-40 340GR,Not Available,7
10689,3997,,1,TAPA CORTA INVERTEC,Not Available,7
11129,4137,,1,SOPLETE GASFITER COMPLETO,Not Available,7
11115,4136,,1,Prensa cierre rápido 6'' QCG-150 BAHCO,Not Available,7
11156,4141,,1,HUINCHA DE MEDIR 8 Metros,Not Available,7
11073,4114,,1,TUBERIA PVC SANIT 160,Not Available,7
11405,4208,,1,"Chicharra cuadrante 3/4"", largo 20""",Not Available,7
11425,4214,,1,CODO BRONCE SO SO 13 MM.,Not Available,7
11448,4220,,1,FILTRO ACEITE DONALSON P55 0779,Not Available,7
11531,4225,,1,KIT PERNOS TUERCAS Y ARANDELAS 1200 PCS,Not Available,7
11800,4321,,1,JUEGOS LLAVES TORX INVIOLABLES BAHCO BE-8675,Not Available,7
3844,1431,1542717,1,MANILLA INTERR 4160V 200A P/VDF ACS2000,MANILLA; TIPO: INTERRUPTOR; VOLTAJE (V): 4160V; CORRIENTE (A): 200A; USO DESIGNADO: VARIADOR FRECUENCIA ACS- 2000; CARACTER ISTICASADICIONALES: PUESTA TIERRA GIRATORIA; MARCAS SUGERIDAS: ABB 2UEA000463,8
3757,1380,1583710,1,MANGUITO ACOPCO 614647700,MANGUITO; NOMBRE FABRICANTE: ATLAS COPCO; NUMERO DE PARTE: 614647700; EQUIPO DEL QUE ES PARTE: COMPRESOR ; FABRICANTE DEL EQUIPO: AT LAS COPCO; MODELO DEL EQUIPO: GR200,8
9334,3508,000000000000247805,1,"Metal detectors   (DETEC:METAL,120V 2A SUMINISTRO ALIM)","
DETECTOR: TIPO: METAL ALIMENTACIÓN: 120V 2A SUMINISTRO TEXTO (TEXT):ATTRIBUTE: INCLUDING ; CONTROL UNIT CR-85 SENSOR COIL T-30-S KIT SPARE PARTS OF CONTROL UNIT CR-85 MOUNTED FOUR (4)BUTT , USE: CONVEYOR BELTING WIDTH 800MM FABRICANTE (MANUFACTURER): METAL DETECTORS INC.USA.(MDI):CR-85 / T-30-S METAL DETECTORS INC.USA.(MDI):CR-85
",8
766,301,,1,INTERRUPTOR AUTOMATICO 3*10A C 10KA,Not Available,8
927,358,,1,SOLDADURA 6010 3/32'' INDURA 1KG,Not Available,8
281,134,,1,COPLA HDPE E/F 75 MM PN 10,Not Available,8
202,117,,1,LAPIZ PASTA BIC ROJO,Not Available,8
157,103,,1,MOTORE ASINCRONO TRIFASE H63A2 COEL,Not Available,8
425,172,,1,LAPIZ PASTA FABER 034M AZUL,Not Available,8
393,165,,1,"SELLO MEC.GRISWOLD 811,TECFLUID GR3AJCS",Not Available,8
544,200,,1,ZAPATO SEGURIDAD N 41,Not Available,8
665,240,,1,Petos estándar Naranjo,Not Available,8
3583,1333,,1,CORREA EN V SPC-5300 OPTIBELT ó SIMILAR,Not Available,8
3637,1359,,1,"Tablero de faena configurable , 6 din mas 3 sal, frontales ,",Not Available,8
3673,1363,,1,FERRULE AISLADO 1 MM,Not Available,8
2188,823,,1,Hoja Bisturí Nº 24,Not Available,8
2160,811,,1,ACIDO TIOBARBITURICO 25 GRS.,Not Available,8
2152,810,,1,PAÑO ABRASIVO ROJO INDUSTRIAL AMF NG 134MM X 10MTS,Not Available,8
2072,793,,1,JUEGO LLAVES PUNTA CORONA 10-32MM - FORCE,Not Available,8
1998,778,,1,TRAPOS KILOS,Not Available,8
2013,782,,1,GUANTE CABRiTILLA S/FORRO,Not Available,8
1826,739,,1,"ALICATE DE PUNTA 7"" AISLADO 1000V",Not Available,8
1851,745,,1,LLAVE TORQUE FORCE 1/2 ` DE 50 A 250LBS,Not Available,8
2331,862,,1,Juego de Destornillador,Not Available,8
1695,678,,1,"Cuchillo Cocina Tramontina 8""",Not Available,8
1736,688,,1,CAJA TIPO CHUKY,Not Available,8
1334,532,,1,Delantal Quir.Poliet.Blanca,Not Available,8
1422,559,,1,AMPOLLETA H4 60/55W 12 V,Not Available,8
2977,1127,,1,MOPA,Not Available,8
2840,1059,,1,ENCHUFE INDUSTRIAL VOLANTE HEMBRA 2P+T  220V 16A IP67,Not Available,8
2750,1041,,1,LLAVE FRANCESA 8,Not Available,8
2741,1040,,1,"HUINCHA TELA GRIS 2""x55 MT (3929)",Not Available,8
3314,1227,,1,Enchufe Macho Vol. 2P+T 16 Amp,Not Available,8
3233,1210,,1,"LAMA DE PVC 200MMx2,1MM -46ºC / +38ºC",Not Available,8
3264,1218,,1,TRAPO LIMPIEZA,Not Available,8
3294,1220,,1,"Empaquetadura 16"" CL300 Esp 1/16"" 3000",Not Available,8
2591,986,,1,LENTE TOP GUN OPTICO GRIS,Not Available,8
4471,1642,,1,BALON BASQUETBOL N 6 MOLTEN BG 2000/GR6-NARANJA-GOMA,Not Available,8
4277,1592,,1,"VALV.RET 1'' HI NPT, MOD. VRYSS16",Not Available,8
4778,1751,,1,FLANGE COMPLETO PVC 110MM,Not Available,8
4566,1691,,1,PINTURA GALV. EN FRIO,Not Available,8
4651,1721,,1,Coleto de descarne para soldar,Not Available,8
4549,1685,,1,"U.AMERICAN INOX,CL3000,1/2"",NPT,104SS,HI",Not Available,8
5156,1866,,1,plumon pizarra azul,Not Available,8
5086,1853,,1,ALAMBRE NEGRO # 18,Not Available,8
5045,1837,,1,PAÑO AMARILLO DE ASEO,Not Available,8
5037,1836,,1,"Termo de Gas licuado 300 lts o tamaño similar no inferior disponible toma cañeria de 1""",Not Available,8
5327,1947,,1,Maleta de herramientas metálica 52 X 30 X 30 mm,Not Available,8
5358,1951,,1,"CLAVO 2 1/2""",Not Available,8
4958,1816,,1,CINTA AISLADORA COLOR,Not Available,8
5239,1908,,1,TORNILLO C/AUTOPERF P/BROCA ZN 8 X 1,Not Available,8
6194,2360,,1,AMPOLLETA LED E27 ALUMBRADO EMERGENCIA,Not Available,8
6541,2518,,1,CAUTIN TIPO LAPIZ 30/60 WATTS KOBALT,Not Available,8
6020,2290,,1,FILTRO PARA HUMO METALICO,Not Available,8
5718,2141,,1,"BOTONERA VERDE CODIGO ZB5-AA331, Marca schneider",Not Available,8
5700,2139,,1,ADHESIVO INSTANTANEO LOCTITE 495,Not Available,8
5761,2152,,1,PROCESADOR MINIPIMER,Not Available,8
5595,2087,,1,GUANTE ALTO IMPACTO CUT4 PUÐO ELASTICADO AJUSTE VELCRO,Not Available,8
7512,2784,,1,Interruptor Doble Embutido (9/15) Matix grafito - Bticino,Not Available,8
7389,2770,,1,ESMERIL ANGULAR BOSCH 4.1/2 #1388.0 GWS,Not Available,8
7524,2785,,1,Rollo papel higiénico industrial.,Not Available,8
7446,2779,,1,"CABEZAL PULSADOR LUMINOSO VERDE 22 MM, REF.ZB4BW333",Not Available,8
6884,2618,,1,CAJA PLUMAVIT 10 LTS,Not Available,8
6712,2570,,1,(FV) GOLILLA PRESION M6,Not Available,8
6771,2589,,1,JUEGO DE LLAVES TORX,Not Available,8
7023,2658,,1,SOBRE AMERICANO,Not Available,8
7667,2859,,1,BT RIELES PLASTICOS 3P MAGIC 503R,Not Available,8
7721,2886,,1,Pegamento en barra,Not Available,8
8248,3120,,1,JUEGO COMEDOR (MESA CUADRADA ENTRE 70 Y 80 CM MAX) INCLUYE 2 A 4 SILLA,Not Available,8
8207,3107,,1,HUINCHA DE MEDIR 8 Metros,Not Available,8
8608,3290,,1,ARCHIVADOR CARTA LOMO ANGOSTO,Not Available,8
8477,3239,,1,BAFLE ACTIVO 12F BARATONE,Not Available,8
8457,3231,,1,"REPARTIDOR 4 POLOS, 125A, 11 POSICIONES",Not Available,8
8860,3376,,1,Terminal de Caja 20mm,Not Available,8
9169,3457,,1,"Manguera tipo Bombero 2""",Not Available,8
9194,3458,,1,Remos Mañío x 3 Mts,Not Available,8
9452,3554,,1,SIERRA SABLE,Not Available,8
10358,3892,,1,FILTRO DE ACEITE LF700,Not Available,8
10212,3855,,1,BOTONERA PARAR PLANA ROJO 22MM 220 V,Not Available,8
10280,3870,,1,SELECTOR CON LLAVE 2 POSICIONES XB4BG21,Not Available,8
9612,3609,,1,SENSOR INDUC. XS7C4A1MPG13 TELEMEC. 15MM,Not Available,8
9577,3598,,1,"VALV PINCH CERRADA SBM PTV 4"" AC. MANUAL",Not Available,8
9920,3757,,1,HORNO MICROONDAS,Not Available,8
9793,3696,,1,TRANSF * 1000VA 400/230V DV-T71 N°309786,Not Available,8
9806,3701,,1,UNION AMERICANA 110 MM,Not Available,8
9859,3725,,1,GRATING ASTM-A570 ARS-5,Not Available,8
10473,3949,,1,SEGURO SEGER INTERIOR INOX Ø. 84,Not Available,8
10427,3928,,1,BRANULA N 14 G,Not Available,8
10904,4067,,1,"Empaquetadura 04"" CL150 Esp 1/16"" 3000",Not Available,8
11041,4099,,1,TE SUPREMO LINEA ORO,Not Available,8
10831,4050,,1,ANTICORROSIVO WD40,Not Available,8
10537,3972,,1,BASURERO PLASTICO CON PEDAL 20 LITROS,Not Available,8
10731,4009,,1,PROTECTOR AUDITIVO TIPO FONO CINTILLO,Not Available,8
10637,3993,,1,LENTE STEELPRO SPY FLEX PLUS IN OUT,Not Available,8
10625,3992,,1,ATLAS RODILLO DE PUAS 25CM G E N E R I C O,Not Available,8
11130,4137,,1,COMBO DE 20 LIBRAS,Not Available,8
11175,4145,,1,CURVA BB F.FDO 100mm x 1/4 PN10,Not Available,8
11116,4136,,1,Juego de brocas HSS-E de cobalto para metal (25 piezas) 4511-SET-25,Not Available,8
11157,4141,,1,"DADO 32 MM CUADRANTE 3/4""",Not Available,8
11406,4208,,1,"Llave Stillson aluminio-bronce 12""",Not Available,8
11311,4189,,1,UNION UNIVERSAL 159 - 182 mm,Not Available,8
11324,4190,,1,TERMINAL FFDO/HD B.B. 75 MM L:0.40 MM,Not Available,8
11449,4220,,1,FILTRO SEPARADOR COMBUSTIBLE CAT 423-85,Not Available,8
11706,4298,,1,papel tork interfoliado,Not Available,8
11801,4321,,1,GALGA DE ESPESORES 26 HOJAS BAHCO 1544,Not Available,8
3845,1431,1446392,1,POWER SUPPLY ABB 2UEA002224,"FUENTE ALIMENTACION, TENSION: 24VDC, INTENSIDAD: 40A, ABB N P 2UEA002224 USO: VDF ACS 2000",9
3758,1380,1583709,1,PISTON ACOPCO 1621498000,PISTON; NOMBRE FABRICANTE: ATLAS COPCO; NUMERO DE PARTE: 1621498000; EQUIPO DEL QUE ES PARTE: COMPRESOR ; FABRICANTE DEL EQUIPO: ATL AS COPCO; CARACTERISTICAS ADICIONALES: MIN PRES,9
4146,1548,1497266,1,ESTANQUE AIRE MBENZ A0054322601,"ESTANQUE AIRE FABRICANTE MERCEDES BENZ NUMERO DE PARTE: A0054322601, EXN P A9414701101:MBC USO: CAMION MERCEDES BENZ ACTROS 3344 AK",9
5982,2267,4208295,1,PANTALON CARGO TERM IMPL VARON T-XXL,"PANTALON; TIPO: CARGO TERMICO IMPERMEABLE VARON; MATERIAL: 100% POLIESTER Y POLAR LAMINADO; TALLA COMERCIAL: XXL; USO DESIGNADO: ALT A CORDILLERA; ESTANDARES Y ESPECIFICACIONES: IMPERMEABILIDAD 3000mm, RESPIRABILIDAD 1000gm m2, REPELENTE AL AGUA, CON CAPACIDAD DE R ETENER EL CALOR CORPORAL. COSTURAS REFORZADAS Y CORDURA EN RODILLAS PARA MAYOR DURABILIDAD DE LA PRENDA. PANTALON APTO PARA PROTEGER  A LAS PERSONAS DEL RIESGO A LAS BAJAS TEMPERATURAS Y AGUAS LLUVIAS; MARCADO: LOGO CODELCO PIERNA IZQUIERDA. (PUEDE SER BORDADO O SU BLIMADO); NORMA CHILENA NCH 44: CONTROL DE CALIDAD. INSPECCION POR ATRIBUTOS. TABLAS Y PROCEDIMIENTOS DE MUESTREO; NORMA CHILENA NCH  1209: TEXTILES, ETIQUETADO Y SIMBOLOS PARA EL CUIDADO; NORMA CHILENA NCH 1597: METODO DE ENSAYO PARA DETERMINAR EL LIGAMENTO DE TEJ IDOS PLANOS. ; CARACTERISTICAS ADICIONALES: MATERIAL (OPCIONAL): TRATAMIENTO DE LA TELA PARA MAYOR REPELENCIA AL AGUA; COLOR: SIN PR EFERENCIA; MARCAS SUGERIDAS: HARD WORK",9
767,301,,1,INTERRUPTOR AUTOMATICO 3*63A C 10KA,Not Available,9
992,386,,1,TOALLA MANO 2x250 MTS,Not Available,9
978,385,,1,PAPEL HIGIENICO ROLLO 6 X 500,Not Available,9
928,358,,1,SOLDADURA 7018 1/8'' INDURA 1KG,Not Available,9
158,103,,1,MOTORE ASINCRONO TRIFASE F80B8,Not Available,9
545,200,,1,ZAPATO SEGURIDAD N 42,Not Available,9
666,240,,1,Petos estándar Fucsia,Not Available,9
4061,1504,,1,TE DE HIERBAS,Not Available,9
3498,1295,,1,"Manguera para Oxigeno de 1/4""",Not Available,9
3674,1363,,1,LINTERNA CINTILLO RECARG WK071-K DURACEL,Not Available,9
3700,1367,,1,BARROTE FUERZA CUAD. 1/2,Not Available,9
1999,778,,1,LUBRICANTE,Not Available,9
1827,739,,1,"JUEGO LLAVE ALLEN EN PULGADAS, LARGAS",Not Available,9
2314,860,,1,Cable superflex/multiflex 4x12 awg,Not Available,9
1201,495,,1,CARPETA RHEIN POST (CARTA) AZUL,Not Available,9
1737,688,,1,CERRADURA PARA MUEBLE Y CASILLERO,Not Available,9
1312,525,,1,"DISCO DIAMANTADO 4 1/2""",Not Available,9
1432,561,,1,PINTURA ANTICORROSIVA SPRAY NEGRA,Not Available,9
3088,1173,,1,PLANCHA AC.1000X3000X6MM,Not Available,9
3102,1177,,1,Guante de Fibra Anticorte Alma de Acero,Not Available,9
2812,1054,,1,MANGUILLA PVC COLOR AZUL,Not Available,9
2841,1059,,1,AMARRAS PLASTICAS C/FILTRO UV LARGO 300mm,Not Available,9
2795,1051,,1,PAPEL CARTA,Not Available,9
2851,1060,,1,"CONDUIT AC GALV 1""x3MT ANSI C80",Not Available,9
3331,1231,,1,Enchufe Hemb. Vol. 2P+T16 Amp,Not Available,9
3315,1227,,1,Luz de aviso para cerco,Not Available,9
3295,1220,,1,"Empaquetadura 03"" CL300 Esp 1/16"" 3000",Not Available,9
2625,991,,1,Caldo Letheen 10 ml con torula,Not Available,9
2592,986,,1,PROTECTOR AUDITIVO MASPROT P/CASCO MPA 105C 29 DB,Not Available,9
4336,1605,,1,Set de preparaciones histológica Biología II,Not Available,9
4472,1642,,1,BALON BASQUETBOL N 7 MOLTEN BG 2000/GR6-NARANJA-GOMA,Not Available,9
4205,1581,,1,amasadora de pan,Not Available,9
5098,1855,,1,LOCTITE SUPER BONDER 495-20,Not Available,9
5087,1853,,1,RODILLO ESPONJA 23 CM.,Not Available,9
5144,1864,,1,CORDON ELECTRICO RVK 2 X 0.75 MM,Not Available,9
5046,1837,,1,LIMPIA CONTACTOS,Not Available,9
5328,1947,,1,"Set kit juego de dados en pulgadas con chicharra dado de 1/2""",Not Available,9
5373,1955,,1,ABRAZADERA T/CADDY 3/4`,Not Available,9
4959,1816,,1,DISCO CORTE 4 1/2,Not Available,9
5240,1908,,1,TORNILLO C/AUTOPERF P/BROCA ZN 8 X 1/2,Not Available,9
6646,2539,,1,"LLAVE COLA 3/4""",Not Available,9
6565,2519,,1,amasadora de masa,Not Available,9
6021,2290,,1,"MORDAZA 1/8""",Not Available,9
6041,2291,,1,BOTA CUERO SOLDADOR T-45,Not Available,9
5719,2141,,1,"BOTONERA DOBLE CODIGO XB5-AL73415, Marca schneider",Not Available,9
5596,2087,,1,GUANTE LATEX NEOPRENO ALBANIL,Not Available,9
7513,2784,,1,Interruptor Conmutador Simpre Embutido (9/24) Matix grafito - Bticino,Not Available,9
7390,2770,,1,LLAVE PUNTA CORONA 15 MM,Not Available,9
7458,2783,,1,Sensor infrarojo Modelo HX1838,Not Available,9
6795,2592,,1,LV PATCH PANEL 24P CAT6 49255-H24,Not Available,9
7024,2658,,1,SOBRE EXTRA OFICIO,Not Available,9
7129,2685,,1,LAVALOZA BIODEGRADABLE 750ML,Not Available,9
7807,2931,,1,AUTOMATICO DE 3X20AMP. CURVA C10 KA,Not Available,9
7722,2886,,1,TABLA APRETAPAPEL ACRILICO,Not Available,9
8609,3290,,1,SEPARADORES OFICIO,Not Available,9
8478,3239,,1,SHURE SV200 MICROFONO VOCAL DINAMICO,Not Available,9
8444,3228,,1,TUBO LED T8 9W 600MM LUZ FRIA,Not Available,9
8458,3231,,1,TERMINAL ELECTRICO 1.5MM,Not Available,9
8803,3353,,1,CINTA TEFLON 1/2',Not Available,9
9131,3449,,1,LLAVE TEMPORIZADO URINARIO,Not Available,9
9153,3454,,1,CHALECO GEOLOGO POPLIN NARANJA C/REFL.,Not Available,9
9170,3457,,1,Contenedor Basura 120 Lts,Not Available,9
9352,3515,,1,LLAVE DE GOLPE 95 MM,Not Available,9
9453,3554,,1,BATERÍA 20V TALADRO DCB201-B3 DEWALT,Not Available,9
9578,3598,,1,VALV.BO 3'' 3P 1000WOG INOX HI NPT,Not Available,9
9860,3725,,1,"GEOTEXTIL, 200GR/M2",Not Available,9
10474,3949,,1,SEGUROS SEGER INT.47mm INOX,Not Available,9
10905,4067,,1,"Empaquetadura 03"" CL300 Esp 1/16"" 3000",Not Available,9
10920,4068,,1,LECHE 900 GRS,Not Available,9
